url_count,has_ip_url,has_suspicious_tld,urgency_score,credential_request,sender_subdomains,brand_spoof,sender_has_numbers,subject_caps_ratio,subject_length,exclamation_count,body_length,html_tags,greeting_generic,label,sender,subject
0,0,0,0,1,1,0,0,0.08,25,0,148,0,0,0,notifications@asana.com,Project update from Asana
2,1,0,4,3,1,0,0,0.1,31,1,292,0,1,1,verify@paypal-secure-login.xyz,Apple ID suspended - verify now
1,1,0,4,3,1,1,1,0.22,27,1,255,0,1,1,support@micros0ft-helpdesk.tk,IRS Tax Refund Notification
1,0,1,3,2,1,0,0,0.02,44,0,197,0,0,1,billing@account-update-now.tk,Confirm your identity or lose account access
0,0,0,0,1,1,0,0,0.03,32,0,207,0,1,0,newsletter@github.com,New comment on your pull request
2,1,0,1,3,1,0,0,0.86,44,0,218,0,1,1,alerts@apple-id-verify.ru,CONFIRM YOUR IDENTITY OR LOSE ACCOUNT ACCESS
1,0,1,3,3,1,1,1,0.02,44,0,220,0,0,1,security@paypa1-support.com,Confirm your identity or lose account access
1,0,1,4,3,1,1,0,0.03,38,0,220,0,0,1,it-support@company-helpdesk.ru,Your bank account has been compromised
2,1,1,3,2,1,1,0,0.03,39,0,257,0,0,1,billing@account-update-now.tk,Microsoft account verification required
1,1,0,6,3,1,0,0,0.12,40,1,255,0,1,1,it-support@company-helpdesk.ru,Your PayPal account is limited - Act Now
1,1,0,1,3,1,1,1,0.88,41,0,182,0,1,1,noreply@amaz0n-verify.xyz,IMMEDIATE ACTION REQUIRED ON YOUR ACCOUNT
1,1,0,4,4,1,1,1,0.07,45,1,255,0,1,1,noreply@amaz0n-verify.xyz,Final Notice: Update your billing information
0,0,0,0,0,1,0,0,0.07,29,1,170,0,0,0,no-reply@linkedin.com,Your Amazon order has shipped
0,0,0,0,1,1,0,0,0.05,20,1,148,0,0,0,newsletter@github.com,Welcome to the team!
0,0,0,0,0,1,0,0,0.12,26,1,170,0,0,0,noreply@netflix.com,Your GitHub monthly digest
1,0,1,3,0,1,1,0,0.02,41,2,181,0,1,1,alerts@apple-id-verify.ru,Immediate action required on your account
2,1,1,4,2,1,1,1,0.23,48,0,257,0,0,1,support@micros0ft-helpdesk.tk,IMPORTANT: Your Netflix subscription will expire
0,0,0,0,0,1,0,0,0.07,29,1,189,0,0,0,digest@medium.com,Your account summary for June
2,1,1,4,1,1,1,0,0.87,38,2,216,0,1,1,verify@paypal-secure-login.xyz,YOUR BANK ACCOUNT HAS BEEN COMPROMISED
2,1,0,1,3,1,0,0,0.89,27,0,218,0,1,1,billing@account-update-now.tk,IRS TAX REFUND NOTIFICATION
0,0,0,0,1,1,0,0,0.03,32,0,207,0,1,0,noreply@netflix.com,Your flight booking confirmation
0,0,0,0,1,1,0,0,0.16,32,0,207,0,1,0,newsletter@github.com,Invoice #INV-2024-0891 from Zoho
0,0,0,0,0,1,0,0,0.05,20,2,189,0,0,0,orders@amazon.in,Welcome to the team!
0,0,0,0,1,1,0,0,0.03,32,0,207,0,1,0,orders@amazon.in,Your flight booking confirmation
1,0,1,3,2,1,1,1,0.22,27,0,220,0,0,1,security@paypa1-support.com,IRS Tax Refund Notification
2,1,1,3,2,1,1,1,0.71,45,1,257,0,0,1,service@netfl1x-billing.ml,CONGRATULATIONS! YOU'VE WON A $1000 GIFT CARD
0,0,0,0,0,1,0,0,0.03,36,1,189,0,0,0,noreply@netflix.com,Your monthly bank statement is ready
1,0,1,4,1,1,0,0,0.85,39,0,197,0,0,1,billing@account-update-now.tk,URGENT: YOUR ACCOUNT HAS BEEN SUSPENDED
1,0,1,4,1,1,1,1,0.88,48,0,197,0,0,1,service@netfl1x-billing.ml,ACTION REQUIRED: VERIFY YOUR ACCOUNT IMMEDIATELY
0,0,0,0,0,1,0,0,0.07,29,1,170,0,0,0,team@notion.so,Your Amazon order has shipped
1,1,0,4,3,1,1,1,0.92,39,1,255,0,1,1,service@netfl1x-billing.ml,MICROSOFT ACCOUNT VERIFICATION REQUIRED
0,0,0,0,1,1,0,0,0.07,29,0,148,0,0,0,digest@medium.com,Your account summary for June
0,0,0,0,1,1,0,0,0.04,24,0,207,0,1,0,team@notion.so,Thanks for your purchase
1,0,1,5,2,1,1,1,0.85,39,0,220,0,0,1,support@micros0ft-helpdesk.tk,URGENT: YOUR ACCOUNT HAS BEEN SUSPENDED
1,1,0,2,3,1,0,0,0.88,48,0,182,0,1,1,verify@paypal-secure-login.xyz,ACTION REQUIRED: VERIFY YOUR ACCOUNT IMMEDIATELY
1,0,1,3,0,1,1,1,0.88,41,2,181,0,1,1,security@paypa1-support.com,IMMEDIATE ACTION REQUIRED ON YOUR ACCOUNT
0,0,0,0,1,1,0,0,0.03,29,0,185,0,0,0,newsletter@github.com,Password changed successfully
0,0,0,0,0,1,0,0,0.07,29,0,185,0,0,0,notifications@asana.com,Your Amazon order has shipped
0,0,0,0,0,1,0,0,0.05,20,2,189,0,0,0,noreply@google.com,Welcome to the team!
0,0,0,0,1,1,0,0,0.03,29,1,170,0,0,0,noreply@netflix.com,Password changed successfully
0,0,0,0,0,1,0,0,0.03,32,0,185,0,0,0,orders@amazon.in,New comment on your pull request
0,0,0,0,1,1,0,0,0.07,29,0,207,0,1,0,team@notion.so,Your Amazon order has shipped
1,0,1,4,3,1,1,1,0.87,38,0,220,0,0,1,noreply@amaz0n-verify.xyz,YOUR BANK ACCOUNT HAS BEEN COMPROMISED
0,0,0,0,0,1,0,0,0.07,29,0,185,0,0,0,notifications@asana.com,Your account summary for June
1,1,0,1,3,1,0,0,0.03,32,0,182,0,1,1,admin@secure-bank-alert.ga,You have a pending wire transfer
0,0,0,0,1,1,0,0,0.07,29,0,207,0,1,0,team@notion.so,Weekly newsletter from Medium
2,1,1,3,0,1,1,0,0.02,41,2,217,0,1,1,admin@secure-bank-alert.ga,Immediate action required on your account
1,0,1,3,2,1,1,1,0.87,38,0,220,0,0,1,service@netfl1x-billing.ml,SECURITY ALERT: UNUSUAL LOGIN DETECTED
0,0,0,0,0,1,0,0,0.08,25,1,170,0,0,0,orders@amazon.in,Project update from Asana
2,1,0,4,3,1,1,1,0.02,41,1,289,0,1,1,noreply@amaz0n-verify.xyz,Immediate action required on your account
1,0,1,3,2,1,1,0,0.88,48,0,220,0,0,1,alerts@apple-id-verify.ru,ACTION REQUIRED: VERIFY YOUR ACCOUNT IMMEDIATELY
0,0,0,0,1,1,0,0,0.04,24,0,148,0,0,0,orders@amazon.in,Thanks for your purchase
2,1,1,4,3,1,1,0,0.03,38,0,254,0,0,1,it-support@company-helpdesk.ru,Your bank account has been compromised
2,1,0,5,4,1,1,1,0.03,38,1,289,0,1,1,service@netfl1x-billing.ml,Your bank account has been compromised
0,0,0,0,0,1,0,0,0.03,34,0,185,0,0,0,notifications@asana.com,Scheduled maintenance notification
1,1,0,4,3,1,1,1,0.08,38,1,255,0,1,1,service@netfl1x-billing.ml,Security Alert: Unusual login detected
1,0,1,3,1,1,0,0,0.02,41,0,197,0,0,1,it-support@company-helpdesk.ru,Immediate action required on your account
1,1,0,4,3,1,0,0,0.81,48,1,255,0,1,1,billing@account-update-now.tk,YOUR PACKAGE COULD NOT BE DELIVERED - CLICK HERE
0,0,0,0,1,1,0,0,0.05,38,0,148,0,0,0,support@slack.com,Meeting reminder: Team standup at 10am
1,1,0,6,3,1,0,0,0.12,40,1,255,0,1,1,alerts@apple-id-verify.ru,Your PayPal account is limited - Act Now
0,0,0,0,0,1,0,0,0.07,29,1,170,0,0,0,no-reply@linkedin.com,Weekly newsletter from Medium
1,0,1,3,1,1,0,0,0.71,45,1,197,0,0,1,irs-refund@taxnotification.xyz,CONGRATULATIONS! YOU'VE WON A $1000 GIFT CARD
1,1,0,4,4,1,0,0,0.86,44,1,255,0,1,1,irs-refund@taxnotification.xyz,CONFIRM YOUR IDENTITY OR LOSE ACCOUNT ACCESS
1,1,0,2,3,1,1,1,0.06,48,0,182,0,1,1,service@netfl1x-billing.ml,Action Required: Verify your account immediately
0,0,0,0,1,1,0,0,0.08,25,0,207,0,1,0,newsletter@github.com,Project update from Asana
0,0,0,0,1,1,0,0,0.04,24,0,207,0,1,0,support@slack.com,Thanks for your purchase
0,0,0,0,0,1,0,0,0.03,32,0,185,0,0,0,notifications@asana.com,Your flight booking confirmation
0,0,0,0,1,1,0,0,0.03,36,0,207,0,1,0,digest@medium.com,Your monthly bank statement is ready
0,0,0,0,1,1,0,0,0.07,29,0,148,0,0,0,no-reply@linkedin.com,Your account summary for June
2,1,0,2,3,1,1,1,0.23,48,0,219,0,1,1,noreply@amaz0n-verify.xyz,IMPORTANT: Your Netflix subscription will expire
0,0,0,0,1,1,0,0,0.03,36,0,207,0,1,0,noreply@google.com,Your monthly bank statement is ready
0,0,0,0,0,1,0,0,0.03,34,1,189,0,0,0,team@notion.so,Scheduled maintenance notification
1,1,0,1,3,1,1,1,0.89,27,0,182,0,1,1,service@netfl1x-billing.ml,IRS TAX REFUND NOTIFICATION
0,0,0,0,1,1,0,0,0.03,32,0,148,0,0,0,no-reply@linkedin.com,Your flight booking confirmation
0,0,0,0,1,1,0,0,0.03,36,0,207,0,1,0,team@notion.so,Your monthly bank statement is ready
2,1,1,3,0,1,1,0,0.03,32,2,214,0,1,1,it-support@company-helpdesk.ru,You have a pending wire transfer
0,0,0,0,0,1,0,0,0.05,20,2,189,0,0,0,newsletter@github.com,Welcome to the team!
1,0,1,4,2,1,1,0,0.23,48,0,220,0,0,1,billing@account-update-now.tk,IMPORTANT: Your Netflix subscription will expire
0,0,0,0,0,1,0,0,0.12,26,1,170,0,0,0,noreply@google.com,Your GitHub monthly digest
2,1,1,3,1,1,0,0,0.03,32,0,233,0,0,1,admin@secure-bank-alert.ga,You have a pending wire transfer
0,0,0,0,0,1,0,0,0.05,38,1,189,0,0,0,newsletter@github.com,Meeting reminder: Team standup at 10am
0,0,0,0,0,1,0,0,0.03,34,1,170,0,0,0,billing@zoho.com,Scheduled maintenance notification
1,0,1,3,2,1,1,0,0.92,39,0,220,0,0,1,verify@paypal-secure-login.xyz,MICROSOFT ACCOUNT VERIFICATION REQUIRED
0,0,0,0,0,1,0,0,0.12,26,1,170,0,0,0,team@notion.so,Your GitHub monthly digest
0,0,0,0,0,1,0,0,0.03,32,0,185,0,0,0,newsletter@github.com,Your flight booking confirmation
1,0,1,3,2,1,1,0,0.84,32,0,220,0,0,1,irs-refund@taxnotification.xyz,YOU HAVE A PENDING WIRE TRANSFER
1,0,1,3,3,1,1,0,0.86,44,0,220,0,0,1,billing@account-update-now.tk,CONFIRM YOUR IDENTITY OR LOSE ACCOUNT ACCESS
0,0,0,0,0,1,0,0,0.03,32,1,170,0,0,0,support@slack.com,New comment on your pull request
0,0,0,0,0,1,0,0,0.03,34,0,185,0,0,0,no-reply@linkedin.com,Scheduled maintenance notification
0,0,0,0,0,1,0,0,0.07,29,1,170,0,0,0,digest@medium.com,Your Amazon order has shipped
0,0,0,0,0,1,0,0,0.05,38,1,189,0,0,0,noreply@netflix.com,Meeting reminder: Team standup at 10am
2,1,1,5,1,1,0,0,0.81,31,0,232,0,0,1,it-support@company-helpdesk.ru,APPLE ID SUSPENDED - VERIFY NOW
1,1,0,2,3,1,0,0,0.81,48,0,182,0,1,1,alerts@apple-id-verify.ru,YOUR PACKAGE COULD NOT BE DELIVERED - CLICK HERE
0,0,0,0,0,1,0,0,0.05,20,2,170,0,0,0,noreply@google.com,Welcome to the team!
1,0,1,3,1,1,0,0,0.04,45,1,197,0,0,1,alerts@apple-id-verify.ru,Congratulations! You've won a $1000 gift card
2,1,0,2,3,1,1,1,0.06,48,0,218,0,1,1,support@micros0ft-helpdesk.tk,Action Required: Verify your account immediately
2,1,1,3,0,1,1,0,0.81,48,2,216,0,1,1,irs-refund@taxnotification.xyz,YOUR PACKAGE COULD NOT BE DELIVERED - CLICK HERE
0,0,0,0,1,1,0,0,0.03,32,0,207,0,1,0,noreply@netflix.com,New comment on your pull request
2,1,1,3,2,1,1,0,0.92,39,0,256,0,0,1,verify@paypal-secure-login.xyz,MICROSOFT ACCOUNT VERIFICATION REQUIRED
2,1,1,3,0,1,1,1,0.81,48,2,216,0,1,1,support@micros0ft-helpdesk.tk,YOUR PACKAGE COULD NOT BE DELIVERED - CLICK HERE
0,0,0,0,0,1,0,0,0.05,38,1,170,0,0,0,no-reply@linkedin.com,Meeting reminder: Team standup at 10am
0,0,0,0,0,1,0,0,0.08,25,1,189,0,0,0,billing@zoho.com,Project update from Asana
2,1,0,4,4,1,0,0,0.87,45,1,290,0,1,1,verify@paypal-secure-login.xyz,FINAL NOTICE: UPDATE YOUR BILLING INFORMATION
2,1,1,3,0,1,1,1,0.87,38,2,217,0,1,1,noreply@amaz0n-verify.xyz,SECURITY ALERT: UNUSUAL LOGIN DETECTED
1,1,0,2,3,1,0,0,0.88,48,0,182,0,1,1,it-support@company-helpdesk.ru,IMPORTANT: YOUR NETFLIX SUBSCRIPTION WILL EXPIRE
1,1,0,4,4,1,0,0,0.07,45,1,255,0,1,1,admin@secure-bank-alert.ga,Final Notice: Update your billing information
2,1,0,5,3,1,0,0,0.41,39,1,290,0,1,1,verify@paypal-secure-login.xyz,URGENT: Your account has been SUSPENDED
0,0,0,0,1,1,0,0,0.07,29,0,207,0,1,0,team@notion.so,Weekly newsletter from Medium
0,0,0,0,0,1,0,0,0.05,38,0,185,0,0,0,noreply@netflix.com,Meeting reminder: Team standup at 10am
0,0,0,0,1,1,0,0,0.03,34,0,207,0,1,0,newsletter@github.com,Scheduled maintenance notification
1,0,1,3,2,1,1,0,0.89,27,0,220,0,0,1,billing@account-update-now.tk,IRS TAX REFUND NOTIFICATION
0,0,0,0,0,1,0,0,0.03,32,1,189,0,0,0,newsletter@github.com,New comment on your pull request
1,1,0,2,4,1,0,0,0.03,38,0,182,0,1,1,admin@secure-bank-alert.ga,Your bank account has been compromised
2,1,0,4,3,1,1,1,0.04,48,1,291,0,1,1,security@paypa1-support.com,Your package could not be delivered - Click here
1,0,1,4,1,1,1,1,0.04,48,0,197,0,0,1,service@netfl1x-billing.ml,Your package could not be delivered - Click here
1,0,1,5,0,1,1,1,0.88,48,2,181,0,1,1,security@paypa1-support.com,ACTION REQUIRED: VERIFY YOUR ACCOUNT IMMEDIATELY
0,0,0,0,1,1,0,0,0.16,32,0,207,0,1,0,support@slack.com,Invoice #INV-2024-0891 from Zoho
0,0,0,0,0,1,0,0,0.07,29,1,170,0,0,0,noreply@netflix.com,Weekly newsletter from Medium
1,1,0,2,3,1,1,1,0.23,48,0,182,0,1,1,support@micros0ft-helpdesk.tk,IMPORTANT: Your Netflix subscription will expire
1,0,1,3,1,1,1,0,0.86,44,2,181,0,1,1,alerts@apple-id-verify.ru,CONFIRM YOUR IDENTITY OR LOSE ACCOUNT ACCESS
0,0,0,0,1,1,0,0,0.03,34,0,207,0,1,0,notifications@asana.com,Scheduled maintenance notification
2,1,0,5,4,1,1,1,0.87,38,1,288,0,1,1,service@netfl1x-billing.ml,YOUR BANK ACCOUNT HAS BEEN COMPROMISED
1,0,1,3,2,1,1,0,0.06,48,0,220,0,0,1,irs-refund@taxnotification.xyz,Action Required: Verify your account immediately
2,1,0,1,3,1,0,0,0.87,38,0,218,0,1,1,billing@account-update-now.tk,SECURITY ALERT: UNUSUAL LOGIN DETECTED
0,0,0,0,0,1,0,0,0.04,25,1,189,0,0,0,no-reply@linkedin.com,Your subscription receipt
